,id,sentiment,sentence,ticker,call_title,speaker,call_section,call_datetime,call_date,call_time
562,2921,, Thanks a lot.,NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Timothy Arcuri,question,2019-08-15 17:30:00,2019-08-15,17:30:00
563,4563,,"And I think as an added thing too, I think as it relates to the APAC, we're also very happy with our sourcing model that we have.",UAA,"Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET",Patrik Frisk,answer,2019-11-04 08:30:00,2019-11-04,08:30:00
564,1156,,"Orders of $5 billion were up 30% reported and up 32% organically with particular strength in international orders, up 94%.",GE,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",Jamie Miller,presentation,2019-10-30 08:00:00,2019-10-30,08:00:00
565,2703,,Our researchers won several Best in Show awards.,NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Colette Kress,presentation,2019-08-15 17:30:00,2019-08-15,17:30:00
566,3802,,So we’re still in the phase of testing and experimenting a lot with interest in topics.,TWTR,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",Jack Dorsey,answer,2019-10-24 08:00:00,2019-10-24,08:00:00
567,2912,,Would you guys expect that this translates into a double-digit percentage sequential growth in data center in Q3 off of the low base in Q2?,NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Harlan Sur,question,2019-08-15 17:30:00,2019-08-15,17:30:00
568,1802,,"On the carryover side, the outgoing model from a car perspective, we reduced our incentives on that quite a bit.",GM,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",Dhivya Suryadevara,answer,2019-10-29 10:00:00,2019-10-29,10:00:00
569,5115,,"Let me start on that and I'll turn it out to John, I mean our conversation with our regulators are of course confidential supervisory information, but I can say that our engagement with the regulators has been very constructive and we're in constant dialogue with them on a number of fronts.",WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",Allen Parker,answer,2019-10-15 11:00:00,2019-10-15,11:00:00
570,3773,, Thank you.,TWTR,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",Krista Bessinger,answer,2019-10-24 08:00:00,2019-10-24,08:00:00
571,2794,,"But more importantly, the number of models necessary for conversational AI from speech recognition to language understanding to recommendation systems to text-to-speech to wave synthesis these 5, 6, 7 models have to be processed in real time – in series and in real time so that you can have a reasonable conversation with the AI agent.",NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Jen-Hsun Huang,answer,2019-08-15 17:30:00,2019-08-15,17:30:00
572,4919,," Hi, good morning.",WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",John McDonald,question,2019-10-15 11:00:00,2019-10-15,11:00:00
573,354,,Thank you.,CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Sharon Zackfia,question,2019-10-22 16:30:00,2019-10-22,16:30:00
574,21,,"For the quarter, we reported 11% comparable restaurant sales growth that included nearly 7.5% transaction growth.",CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Brian Niccol,presentation,2019-10-22 16:30:00,2019-10-22,16:30:00
575,448,, Sure.,CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Brian Niccol,answer,2019-10-22 16:30:00,2019-10-22,16:30:00
576,453,, Helpful perspective.,CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Gregory Frankfurt,question,2019-10-22 16:30:00,2019-10-22,16:30:00
577,4930,,"Working with the higher beta customers to make sure that we reduce those as quickly as possible, there is probably more room to run on that with a little bit of divestiture time that could be a benefit.",WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",John Shrewsberry,answer,2019-10-15 11:00:00,2019-10-15,11:00:00
578,2083,,"So before we get to Q&A, I wanted to spend a few moments highlighting some key items for you on the topics of flows and expense synergies, resulting from the Oppenheimer transaction.",IVZ,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",Loren Starr,presentation,2019-10-23 09:00:00,2019-10-23,09:00:00
579,12,,Our discussion today will include non-GAAP financial measures.,CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Ashish Kohli,presentation,2019-10-22 16:30:00,2019-10-22,16:30:00
580,4730,,"As you all know, Charlie Scharf will join Wells Fargo next week as our new CEO and President.",WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",Allen Parker,presentation,2019-10-15 11:00:00,2019-10-15,11:00:00
581,2090,,"However, while gross sales are improving, they’re not yet to the pre-deal level.",IVZ,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",Loren Starr,presentation,2019-10-23 09:00:00,2019-10-23,09:00:00
582,3262,,"We expect GAAP EPS in the range of $2.84 to $2.89, down slightly from fiscal 2019 due largely to the lap of the one-time gain attributable to the licensing of our Thailand operations.",SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",Pat Grismer,presentation,2019-10-30 16:30:00,2019-10-30,16:30:00
583,4192,,"Strides that are beginning to harness the energy, power and strength necessary to deliver prudently as we work to grow our brand over the long-term.",UAA,"Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET",David Bergman ,presentation,2019-11-04 08:30:00,2019-11-04,08:30:00
584,4859,,"Non-accrual loans were 58 basis points of total loans, their lowest level in over 10 years.",WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",John Shrewsberry,presentation,2019-10-15 11:00:00,2019-10-15,11:00:00
585,372,,It’s got to be something the consumer is going to say they love it and they want to try it again.,CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Brian Niccol,answer,2019-10-22 16:30:00,2019-10-22,16:30:00
586,2442,,"We do think that Europe is got a lot of opportunity, particularly as we build out the solutions capabilities and we are meeting the needs around fixed income and general use of factors and other capabilities that have been part of our growth engine story for some time.",IVZ,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",Loren Starr,answer,2019-10-23 09:00:00,2019-10-23,09:00:00
587,1272,,Obviously renewables is an important business.,GE,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",Larry Culp,answer,2019-10-30 08:00:00,2019-10-30,08:00:00
588,1264,,Please go ahead.,GE,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",Operator,operator_instruction,2019-10-30 08:00:00,2019-10-30,08:00:00
589,2822,,"Essentially, our business is normalized.",NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Colette Kress,answer,2019-08-15 17:30:00,2019-08-15,17:30:00
590,2907,,Thanks for taking my question.,NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Harlan Sur,question,2019-08-15 17:30:00,2019-08-15,17:30:00
591,1422,, From Citi we have Andrew Kaplowitz.,GE,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",Operator,operator_instruction,2019-10-30 08:00:00,2019-10-30,08:00:00
592,192,,"In terms of as you move from $2.1 million to $2.2 million to $2.3 million up to if we get back to our peak volumes of $2.5 million, we’re still confident that we’ll be right in that same kind of margin range of like a 25%.",CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Brian Niccol,answer,2019-10-22 16:30:00,2019-10-22,16:30:00
593,62,,"One, delicious food consistently being prepared and served every time, something our guests have definitely noticed.",CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Brian Niccol,presentation,2019-10-22 16:30:00,2019-10-22,16:30:00
594,1922,,And I would say that's the goal we set for the end of 2020.,GM,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",Mary Barra,answer,2019-10-29 10:00:00,2019-10-29,10:00:00
595,104,,"Lastly, we’re expecting to recognize between $2 million and $3 million for expenses in Q4, related to our upcoming All Manager Conference.",CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Jack Hartung,presentation,2019-10-22 16:30:00,2019-10-22,16:30:00
596,4959,,That really is one market where there's late cycle behavior.,WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",Allen Parker,answer,2019-10-15 11:00:00,2019-10-15,11:00:00
597,3819,,This doesn't represent a lack of access as these represents bugs and these are issues that we identified quickly and are working quick to fix.,TWTR,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",Jack Dorsey,answer,2019-10-24 08:00:00,2019-10-24,08:00:00
598,1914,,"And some of that depends on the workforce, depend on how many people take the special attrition program, depends on the industry as we go forward, so I'm not going to put projections that far out.",GM,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",Mary Barra,answer,2019-10-29 10:00:00,2019-10-29,10:00:00
599,126,, Yes.,CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Brian Niccol,answer,2019-10-22 16:30:00,2019-10-22,16:30:00
600,244,,"I’m not sure, how you’re doing your calculation.",CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Jack Hartung,answer,2019-10-22 16:30:00,2019-10-22,16:30:00
601,3576,,And one that impact of that was to reclassify stored value card breakage from the interest in other line below operating income and outside of segment results to the revenue line at the segment level.,SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",Pat Grismer,answer,2019-10-30 16:30:00,2019-10-30,16:30:00
602,3603,,"And so, as we learn more we'll share that with you.",SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",Roz Brewer,answer,2019-10-30 16:30:00,2019-10-30,16:30:00
603,516,,"So a lot of growth opportunities in front of Chipotle, a tremendous quarter I think that the team delivered most recently and couldn't be prouder of where we are, but I'm also really excited about where we're going.",CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",A - Brian Niccol,presentation,2019-10-22 16:30:00,2019-10-22,16:30:00
604,147,,"I think you mentioned that October so far has been strong and you’re expecting maybe that to ease, as it is cycle tougher comparisons coming up.",CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",David Tarantino,question,2019-10-22 16:30:00,2019-10-22,16:30:00
605,2236,," Great, thanks.",IVZ,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",Brian Bedell,question,2019-10-23 09:00:00,2019-10-23,09:00:00
606,517,,So thank you for joining us and we'll talk soon.,CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",A - Brian Niccol,presentation,2019-10-22 16:30:00,2019-10-22,16:30:00
607,3846,,"So on the four points of impact to Q4, the four or more points that we talked about, there will be some bleed over from those into future periods.",TWTR,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",Jack Dorsey,answer,2019-10-24 08:00:00,2019-10-24,08:00:00
608,3006,,"And so, we are seeing a lot of excitement around that area.",NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Jen-Hsun Huang,answer,2019-08-15 17:30:00,2019-08-15,17:30:00
609,1457,,"In this book, we're really focused on cost to serve, meaning outage execution, how do we think about working capital management related to that.",GE,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",Jamie Miller,answer,2019-10-30 08:00:00,2019-10-30,08:00:00
610,4894,," Good morning, guys.",WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",Scott Siefers,question,2019-10-15 11:00:00,2019-10-15,11:00:00
611,3059,,We are happy with our results this quarter and our return to growth across our platforms.,NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Jen-Hsun Huang,presentation,2019-08-15 17:30:00,2019-08-15,17:30:00
612,783,,"Now the question for you Marc as you move ahead you're targeting a $28 plus million revenue company with the diversity of end markets that we've just simply not seen in software, the prior analogs and the on-prem with this SAP or Oracle.",CRM,"Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET",Kash Rangan,question,2019-08-22 17:00:00,2019-08-22,17:00:00
613,1630,,"The 2020 Bolt also retains what our customers love about this vehicle, instant torque, excellent riding handling, and a zero to 60 times of just 6.5 seconds.",GM,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",Mary Barra,presentation,2019-10-29 10:00:00,2019-10-29,10:00:00
614,3806,,Next question please.,TWTR,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",Krista Bessinger,answer,2019-10-24 08:00:00,2019-10-24,08:00:00
615,3696,,"From on-boarding to daily use, we have opportunity to make this much easier.",TWTR,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",Jack Dorsey,presentation,2019-10-24 08:00:00,2019-10-24,08:00:00
616,2754,,There is going to be some exciting announcements next week at gamescom.,NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Jen-Hsun Huang,answer,2019-08-15 17:30:00,2019-08-15,17:30:00
617,2778,, Very helpful.,NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Christopher James,question,2019-08-15 17:30:00,2019-08-15,17:30:00
618,1993,,And that's going to continue into 2020 as well.,GM,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",Dhivya Suryadevara,answer,2019-10-29 10:00:00,2019-10-29,10:00:00
619,4699,,"So, we feel pretty good about that.",UAA,"Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET",David Bergman,answer,2019-11-04 08:30:00,2019-11-04,08:30:00
620,556,,That was up 20% versus last year.,CRM,"Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET",Marc Benioff,presentation,2019-08-22 17:00:00,2019-08-22,17:00:00
621,4390,," Thank you, guys.",UAA,"Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET",Randy Konik,question,2019-11-04 08:30:00,2019-11-04,08:30:00
622,1387,,"So going forward, I think the teams will be very focused on making sure that this is as good a business as any GE business.",GE,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",Larry Culp,answer,2019-10-30 08:00:00,2019-10-30,08:00:00
623,222,,We’re still probably in the earlier innings in Europe.,CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Brian Niccol,answer,2019-10-22 16:30:00,2019-10-22,16:30:00
624,165,,So the operational team is very focused.,CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Brian Niccol,answer,2019-10-22 16:30:00,2019-10-22,16:30:00
625,3331,,And that allows us to improve the quality of the shots that we're pulling.,SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",Kevin Johnson,answer,2019-10-30 16:30:00,2019-10-30,16:30:00
626,394,,"John, we’ve saved another few million dollars during the quarter, but it was offset by other things including, some of the carne asada pressure that we saw in the last three weeks of the month.",CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Jack Hartung,answer,2019-10-22 16:30:00,2019-10-22,16:30:00
627,4968,,"There's a couple things that drive that, one is it's a great time to be realizing from both private equity and venture portfolios.",WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",Allen Parker,answer,2019-10-15 11:00:00,2019-10-15,11:00:00
628,943,, Thanks so much and congrats again on a fantastic quarter.,CRM,"Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET",Brad Zelnick,question,2019-08-22 17:00:00,2019-08-22,17:00:00
629,778,, Hi.,CRM,"Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET",Kash Rangan,question,2019-08-22 17:00:00,2019-08-22,17:00:00
630,3128,,"We completed our rollout of Nitro Cold Brew across company-operated stores in the U.S., this summer and introduced new cold pumpkin beverage offering, the Pumpkin Cream Cold Brew.",SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",Kevin Johnson,presentation,2019-10-30 16:30:00,2019-10-30,16:30:00
631,582,,"And because they're all built into the foundation of that platform they're available to everyone our customers, to every app, and everyone.",CRM,"Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET",Marc Benioff,presentation,2019-08-22 17:00:00,2019-08-22,17:00:00
632,3072,, This concludes today’s conference call.,NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Operator,operator_instruction,2019-08-15 17:30:00,2019-08-15,17:30:00
633,2343,,Thanks for taking the question.,IVZ,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",Brennan Hawken,question,2019-10-23 09:00:00,2019-10-23,09:00:00
634,2039,,"But let me be clear, we’re also working hard to lead in both the core and EV and AV world and creates significant shareholder value.",GM,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",Mary Barra,presentation,2019-10-29 10:00:00,2019-10-29,10:00:00
635,2445,,"I think in terms downside, there isn’t a ton of downsides.",IVZ,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",Loren Starr,answer,2019-10-23 09:00:00,2019-10-23,09:00:00
636,3192,,"The majority of the beverage growth was driven by our cold platform, which grew across all dayparts led by cold coffee, refreshment and tea.",SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",Pat Grismer,presentation,2019-10-30 16:30:00,2019-10-30,16:30:00
637,2726,,"GAAP and non-GAAP tax rates are both expected to be 10%, plus or minus 1%, excluding discrete items.",NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Colette Kress,presentation,2019-08-15 17:30:00,2019-08-15,17:30:00
638,2632,,"With me on the call today from NVIDIA are Jen-Hsun Huang, President and Chief Executive Officer and Colette Kress, Executive Vice President and Chief Financial Officer.",NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Simona Jankowski,presentation,2019-08-15 17:30:00,2019-08-15,17:30:00
639,4463,,Some of that is the costing improvements we've been driving through with the supply chain efficiencies and the new go-to-market process.,UAA,"Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET",David Bergman,answer,2019-11-04 08:30:00,2019-11-04,08:30:00
640,4978,, Good morning.,WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",Matt O'Connor,question,2019-10-15 11:00:00,2019-10-15,11:00:00
641,1370,,Historically been kind of a mid-teens margin business that requires a fair amount of capital and R&D etcetera.,GE,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",Scott Davis,question,2019-10-30 08:00:00,2019-10-30,08:00:00
642,1309,,Thanks.,GE,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",Nigel Coe,question,2019-10-30 08:00:00,2019-10-30,08:00:00
643,1865,,"So, we are seeing a vital environment and we’re also seeing a lot of pricing pressures.",GM,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",Mary Barra,answer,2019-10-29 10:00:00,2019-10-29,10:00:00
644,1524,,And they have a lot of timing variability depending on how programs are launching and different production schedules.,GE,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",Jamie Miller,answer,2019-10-30 08:00:00,2019-10-30,08:00:00
645,867,,"As you may know Field Service is incredibly strategic to a number of industries such as utilities, telecommunications, equipment manufacturers and we have a very strong product in Field Service Lightning.",CRM,"Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET",Marc Benioff,answer,2019-08-22 17:00:00,2019-08-22,17:00:00
646,5086,,"As you know, we don't provide information as to the portion of our reserves that's applicable to any particular litigation or other items and with regard to the DOJ and SEC investigations that began in 2006, we really don't have any update beyond what we said in our prepared remarks and what we previously disclosed in our last quarter 10-Q, our discussions with the DOJ and SEC are ongoing and when we have more information to disclose, we'll of course do so.",WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",John Shrewsberry,answer,2019-10-15 11:00:00,2019-10-15,11:00:00
647,37,,"As I’ve stated previously, we’re not going to roll out new menu items at the sacrifice of throughput nor will we add complexity to our restaurants by overemphasizing new menu choices.",CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Brian Niccol,presentation,2019-10-22 16:30:00,2019-10-22,16:30:00
648,276,,"So what we’ve seen is the seasonality was more around the delivery aspect of the business, in our digital business because we continue to see growth in our order ahead business.",CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Brian Niccol,answer,2019-10-22 16:30:00,2019-10-22,16:30:00
649,4698,,We've been very proactive starting years back and kind of mitigating the amount that we import into the US from China.,UAA,"Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET",David Bergman,answer,2019-11-04 08:30:00,2019-11-04,08:30:00
650,1398,,"And than just a host of other restructuring projects where whether we plan conservatively or delivering more effectively, we're getting a better return for our dollar.",GE,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",Larry Culp,answer,2019-10-30 08:00:00,2019-10-30,08:00:00
651,3138,,"Over this past year, we have been dialling up our in-house capabilities and investments in AI with an initiative we call, Deep Brew.",SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",Kevin Johnson,presentation,2019-10-30 16:30:00,2019-10-30,16:30:00
652,1463,,They continue and that's something that Scott and his team and Larry have really been deep diving and focused on how that execution path really shifts up.,GE,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",Jamie Miller,answer,2019-10-30 08:00:00,2019-10-30,08:00:00
653,1518,,"So first on the MAX, we still expect this year to be impacted to the tune of about negative $1.4 billion.",GE,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",Jamie Miller,answer,2019-10-30 08:00:00,2019-10-30,08:00:00
654,161,," And then, yes, to your second question, David, on throughput.",CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Brian Niccol,answer,2019-10-22 16:30:00,2019-10-22,16:30:00
655,3228,,We reported full year non-GAAP EPS of $2.83 above the high end of our previous guidance.,SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",Pat Grismer,presentation,2019-10-30 16:30:00,2019-10-30,16:30:00
656,322,,But I don’t think we can answer your specific question that you’re looking for on exactly how is it playing out in the product mix and the comp.,CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Jack Hartung,answer,2019-10-22 16:30:00,2019-10-22,16:30:00
657,11,,Please see the risk factors contained in our 2018 annual report on Form 10-K and in our subsequent Form 10-Qs for a discussion of risks that may cause our actual results to vary from these forward-looking statement.,CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Ashish Kohli,presentation,2019-10-22 16:30:00,2019-10-22,16:30:00
658,2727,,Capital expenditures are expected to be approximately $100 million to $120 million.,NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Colette Kress,presentation,2019-08-15 17:30:00,2019-08-15,17:30:00
659,4888,,One thing that probably doesn't get enough focus is that a lot of the money and time that we've spent on the risk and control side of things really does enable further innovation.,WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",Allen Parker,answer,2019-10-15 11:00:00,2019-10-15,11:00:00
660,988,,And thanks for everyone for joining us today.,CRM,"Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET",John Cummings,presentation,2019-08-22 17:00:00,2019-08-22,17:00:00
661,1535,,"And going forward, given our market leadership position, the installed base, the new engines we have coming online not only commercially, but frankly the growing military business that we have, the opportunities to drive lean at Aviation, particularly with respect to improving inventory turnover and on-time delivery, I just think there's a lot of potential here given the secular tailwinds in Aviation, our position in the space to build off this cash flow base that we delivered last year.",GE,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",Larry Culp,answer,2019-10-30 08:00:00,2019-10-30,08:00:00
662,1247,,"As we've discussed, we're raising our Industrial free cash flow guidance again.",GE,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",Larry Culp,presentation,2019-10-30 08:00:00,2019-10-30,08:00:00
