call_datetime,base_date,base_day_of_week,call_date,call_section,call_time,call_title,id,next_date,sentence,sentiment,speaker,ticker
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,question,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1268,2019-10-30,And when are we going to see positive operating margin on renewables and what can you take from renewables for the rest of the business?,,Andrew Obin,GE
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,answer,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4901,2019-10-15,And I think the biggest sources of that are other professional fees and some labor-related expense.,,John Shrewsberry,WFC
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,answer,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",3865,2019-10-24,We do expect that impact to begin in 2020 in Japan ought to be one of the primary beneficiaries.,,Jack Dorsey,TWTR
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,question,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2582,2019-10-23," Hi, thanks for taking the question.",,Kenneth Lee,IVZ
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,answer,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1933,2019-10-29,We still have opportunities to improve.,,Mary Barra,GM
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,presentation,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1080,2019-10-30,"Starting with the third quarter summary, orders were $22.5 billion, down 5% reported and down 1% organically, with strength in Renewable Energy offset by declines in Power and Aviation.",,Jamie Miller,GE
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,presentation,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2073,2019-10-23,"During the quarter, clients reacted to the market news by keep risking, which resulted in outflows in our Americas and UK retail businesses.",,Marty Flanagan,IVZ
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,presentation,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1657,2019-10-29,"Market share for our large pickup trucks continues to improve, up 5 percentage points in Q3 year-over-year.",,Dhivya Suryadevara,GM
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,presentation,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1682,2019-10-29,We are restarting our operations very close to year end and the speed of production ramp and timing factors are very difficult to predict at this point.,,Dhivya Suryadevara,GM
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,operator_instruction,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1573,2019-10-29," Ladies and gentlemen, welcome to the General Motors Company Third Quarter 2019 Earnings Conference Call.",,Operator,GM
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,presentation,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4755,2019-10-15,"We had a number of significant items in the third quarter that impacted our results, which we highlight in slide two.",,John Shrewsberry,WFC
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,answer,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",2016,2019-10-29,So we do anticipate that you think part of the recovery in the second half of November and into the December.,,Dhivya Suryadevara,GM
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,question,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2126,2019-10-23,"So a positive net long-term sales, something you foresee for Invesco in 2020?",,Ken Worthington,IVZ
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,answer,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4899,2019-10-15," Yes, so on the second half, I think you answered that, which is we should wait and allow him to have an input onto the composition of how we're spending money in the future.",,John Shrewsberry,WFC
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,question,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1963,2019-10-29,Is there anything?,,Emmanuel Rosner,GM
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,answer,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2279,2019-10-23,"Again as we've talked in the past they have 8,500 advisors.",,Loren Starr,IVZ
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,answer,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2150,2019-10-23,Maybe can just to get a little granular to the essence of your question.,,Greg McGreevey,IVZ
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,question,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2567,2019-10-23, Cool.,,Glenn Schorr,IVZ
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,presentation,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2068,2019-10-23,"Operating margin expansion exceeding 500 basis points, taking our margin up to 40.9%.",,Marty Flanagan,IVZ
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,presentation,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",3672,2019-10-24,We have reconciled those to the most directly comparable GAAP financial measures in our shareholder letter.,,Krista Bessinger,TWTR
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,presentation,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1061,2019-10-30,"Under the new leadership of Pat Byrne, the team is refining its focus to leverage GE's first-mover investments in industrial software and analytics to be an important contributor to our customers' digital futures.",,Larry Culp,GE
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,operator_instruction,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2550,2019-10-23,Your line is open.,,Operator,IVZ
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,answer,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1417,2019-10-30,"So more than half of that $1 billion was really due to the absence of that, which is a real positive for us.",,Jamie Miller,GE
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,question,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1942,2019-10-29,"So first of all, does this current agreement have any limitations on specifying limitations on what you can build for EVs?",,Dan Levy,GM
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,answer,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1438,2019-10-30,"That'll take a little bit of time, I think, to put us on better competitive footing in country as well.",,Larry Culp,GE
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,question,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4907,2019-10-15,"And overall, given the moving parts that you see, should we expect mortgage revenues to be at or above what we saw this quarter, particularly if we don't get the same sort of MSR noise?",,Scott Siefers,WFC
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,presentation,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",3664,2019-10-24,"Because the letter has a lot of detail, we’ll keep our opening remarks brief and then dive right into your questions.",,Krista Bessinger,TWTR
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,answer,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",3928,2019-10-24,That’s a great example of something we can do that doesn't require selling one more ad but can help everybody and certainly would improve ad engagements and all the associated metrics.,,Ned Segal,TWTR
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,question,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2451,2019-10-23,"Just one last clarification I probably did, I think you covered before on that $10 billion mandate that you expect to find in the first half of the year.",,Bill Katz,IVZ
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,answer,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2287,2019-10-23,We've been spending a lot of time post the merger between investments marketing and distribution.,,Greg McGreevey,IVZ
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,presentation,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1063,2019-10-30,"And while their impact is not yet visible to investors, I'm optimistic that it will be over time.",,Larry Culp,GE
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,question,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",2007,2019-10-29,Can you just confirm that it was all working capital and there's not any other sort of one time drivers for the cash flow because we're trying to think about the reversal next year?,,Chris McNally,GM
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,presentation,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2076,2019-10-23,"These outflows were offset by positive flows in China, EMEA, ex-U.K. business and ETFs.",,Marty Flanagan,IVZ
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,presentation,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1103,2019-10-30,"I'll cover this in more detail with GE Capital later Excluding these items, adjusted earnings per share was $0.15 in the third quarter.",,Jamie Miller,GE
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,answer,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2320,2019-10-23, Good question.,,Greg McGreevey,IVZ
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,presentation,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1227,2019-10-30,"At Aviation and Healthcare, we see continued strength in both franchises, yet we're intensely focused on running them even better.",,Larry Culp,GE
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,question,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1961,2019-10-29, I was hoping you can provide a little bit more color on your underlying performance this year excluding the strike to the extent that's possible?,,Emmanuel Rosner,GM
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,presentation,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1043,2019-10-30,"Second, we're running our businesses better, with an eye toward unlocking the value that clearly exists in GE's portfolio.",,Larry Culp,GE
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,answer,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",3939,2019-10-24, Okay.,,Ned Segal,TWTR
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,answer,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2588,2019-10-23,"It's been about Brexit transition has been a long and difficult, but from our perspective, where it's really come to light where you can feel it.",,Marty Flanagan,IVZ
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,operator_instruction,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2387,2019-10-23, Thank you.,,Operator,IVZ
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,question,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1702,2019-10-29," Just to start on maybe some of the cash flow dynamics you mentioned, the CapEx lowered this year.",,Joseph Spak,GM
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,presentation,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2088,2019-10-23,I think there are few important takeaways from this chart.,,Loren Starr,IVZ
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,presentation,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4727,2019-10-15,"Good morning, everyone, and thanks for joining us for today's discussion of our third quarter results.",,Allen Parker,WFC
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,presentation,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2060,2019-10-23," Thank you very much, and thank you, everybody, for joining us.",,Marty Flanagan,IVZ
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,operator_instruction,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",4006,2019-10-24,Your line is open.,,Operator,TWTR
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,operator_instruction,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",3739,2019-10-24,Your line is open.,,Operator,TWTR
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,answer,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4984,2019-10-15,I agree that but while we do have some special things on the asset or the liability side.,,John Shrewsberry,WFC
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,answer,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2543,2019-10-23,"And what we're seeing clients do where if you go back two and three and four years, it was more of what product does a client want and what do we have doesn't match off much more.",,Greg McGreevey,IVZ
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,answer,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2597,2019-10-23,And that is also something that we'll need to be on the Intelliflo from also that trend will pick up there in our mind.,,Marty Flanagan,IVZ
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,presentation,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4733,2019-10-15,It's been an honor for me to serve as our Interim CEO and President over the last six months.,,Allen Parker,WFC
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,answer,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4933,2019-10-15, Sure.,,John Shrewsberry,WFC
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,presentation,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1650,2019-10-29,"Net of these turning items, the EPS during the quarter was lowered by approximately $0.52, and the adjusted automotive free cash flow was lower by approximately $400 million due to the strike.",,Dhivya Suryadevara,GM
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,presentation,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1143,2019-10-30,Contractual services were down and upgrades were down in large part due to deal closures timing.,,Jamie Miller,GE
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,presentation,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1035,2019-10-30,Moving to slide three.,,Larry Culp,GE
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,answer,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1837,2019-10-29,"So, both of those plans are perfectly on track.",,Mary Barra,GM
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,presentation,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1620,2019-10-29,"In South America, we continue to take steps to improve the business and protect our strong franchise while navigating FX and other macro challenges.",,Mary Barra,GM
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,question,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",5099,2019-10-15,"So I feel like hate to beat a dead horse with the NII, but I feel like either I'm taking the guidance to literally or missing something, but the outlook is still for NII to decline 6% on the reported basis and I guess $1.8 billion decline versus the first-half, it seems to suggest that the fourth quarter NII is roughly about $11 billion and even if you do a little bit better than that, it still implies in a pretty substantial declines in NII in NIM degradation, the fourth quarter versus the third quarter and everything a lot of what you said John, in terms of less incremental headwind from premium, deposit costs maybe starting to peak out and even reduce a little bit or fall a little bit next quarter.",,Saul Martinez,WFC
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,answer,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4925,2019-10-15,But even if they're not rising there's still leverage working against us in a declining rate environment.,,John Shrewsberry,WFC
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,answer,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1907,2019-10-29," Yes, yes, I think we -- given I said more broadly is that we really believe the inclinatory elements of the contracts or the economics that we can offset with productivity and there is plans well established.",,Mary Barra,GM
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,presentation,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4872,2019-10-15,I'm optimistic that our continued efforts to transform Wells Fargo and the fundamental strengths of our franchise will continue to position us well for success.,,John Shrewsberry,WFC
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,question,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4932,2019-10-15," Okay, and guys, one more follow-up on the expenses.",,John McDonald,WFC
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,presentation,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2064,2019-10-23,"So now only four months post the close of the acquisition of Oppenheimer made tremendous progress, bringing the two organizations together, and you can see by this quarter it's generating meaningful results already.",,Marty Flanagan,IVZ
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,operator_instruction,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2461,2019-10-23,Your line is open.,,Operator,IVZ
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,answer,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",5044,2019-10-15,"And perhaps most important, we're trying to determine whether we ought to make any changes at all with regard to the way that we've been conducting ourselves in that arena.",,Allen Parker,WFC
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,answer,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1476,2019-10-30,If and when we do something we'll have that discussion internally before we have it publicly.,,Larry Culp,GE
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,answer,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",2027,2019-10-29,So from a communication standpoint we’re certainly be clear about that and beyond that you’re right we don’t want to take much more about magnitude of that until February.,,Dhivya Suryadevara,GM
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,answer,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",5018,2019-10-15," Hi, David.",,John Shrewsberry,WFC
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,answer,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",5002,2019-10-15,"You heard me mentioned that we're at about 40% refis right now in our own production, and our pipeline is this big coming out of the third quarter as it was going in.",,John Shrewsberry,WFC
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,presentation,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1642,2019-10-29,"I have asked the GM team to find every offset, now that production has resumed and I'm confident they will find many opportunities.",,Mary Barra,GM
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,question,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",2011,2019-10-29, And then if we could talk about the without giving numbers like when we think about the reversal at some time in the first half.,,Chris McNally,GM
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,answer,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",3901,2019-10-24,And then more tweets around the Bitcoin topic will appear in your timeline and you can go to your DASH and unfollow that topic at any point.,,Ned Segal,TWTR
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,presentation,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",3710,2019-10-24,"Still painful, but no longer existential as it was in our past.",,Jack Dorsey,TWTR
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,answer,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1520,2019-10-30,A lot of this is going to depend on exactly how the reentry into service works.,,Jamie Miller,GE
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,answer,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2227,2019-10-23,And really there's just so much that's outside of our control in terms of the mix of products not to mention currency in markets.,,Loren Starr,IVZ
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,question,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4993,2019-10-15,"And then just specifically like as we think about, you know, exiting fourth quarter at net interest income, you're obviously going to be caring or absorbing higher than normal bond premium amortization.",,Matt O'Connor,WFC
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,answer,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4911,2019-10-15,"We -- recall that we are in a flatter curve environment, and so the carry for holding treasuries is a hedge to the MSR.",,Allen Parker,WFC
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,question,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",3740,2019-10-24, Thanks for taking the questions.,,Douglas Anmuth,TWTR
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,question,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",5005,2019-10-15, Okay.,,Matt O'Connor,WFC
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,answer,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2263,2019-10-23,"It's really a both small percentage of funds, and if even smaller percentage of assets.",,Greg McGreevey,IVZ
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,answer,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",3972,2019-10-24,"So, couple of things there.",,Ned Segal,TWTR
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,answer,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",4016,2019-10-24,"So continuing to make the case to advertisers, we're in $125 to $130 billion digital ads market that grows 20% a year, that they should launch more new products and services and invest more against those launches on Twitter that they should do more to connect with what's happening on Twitter.",,Jack Dorsey,TWTR
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,answer,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",4023,2019-10-24,But that's not an area that we have prioritized improvements around in the recent past.,,Jack Dorsey,TWTR
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,presentation,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",4029,2019-10-24," Thank you, operator.",,Krista Bessinger,TWTR
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,operator_instruction,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1565,2019-10-30,And we will now turn it back to Mr. Winoker for closing remarks.,,Operator,GE
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,answer,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",3916,2019-10-24,I’ll take those.,,Ned Segal,TWTR
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,presentation,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4819,2019-10-15,Partially offsetting this decline was $127 million increase in net gains on mortgage loan originations and sales activities.,,John Shrewsberry,WFC
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,question,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4981,2019-10-15,"So what are your thoughts around, kind of, again based on some of the things that you set for 2020 in NII and thinking about just keeping rates for the four curve is like that NIM in the 250s like is that a normal NIM for you in this backdrop, or there's still some?",,Matt O'Connor,WFC
