|id|Sentiment|sentence|ticker|call_title|speaker|call_section
218|1424|3.0| Good morning, guys.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Andrew Kaplowitz |question
219|4992|2.0| Okay, and I was kind of thinking 250 is broadly speaking, but that is helpful.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|Matt O'Connor|question
220|4536|2.0|And you can kind of expect that, going forward, as you think about 2020, that the quarterly fall will be a little bit more normalized because those distributor revenues are going to be more heavily weighted in Q2 and Q4.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|David Berman|answer
221|325|3.0| That’s where I would leave it.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Jack Hartung|answer
222|5117|2.0|In response to that criticism, which of course we accepted over the last six months, we re-coupled our efforts with regard to trying to satisfy their expectations, and I made clear, I know Charlie will as well that the entire Wells Fargo team must continue to act assertively and decisively to meet the regulators expectations going forward.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|Allen Parker|answer
223|4598|4.0|I want to be clear is that I love Under Armour and it is now today, tomorrow, will always remain my full-time priority and job.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Kevin Plank|answer
224|1406|3.0|We'll see that.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Larry Culp|answer
225|4392|3.0| Thank you.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Operator|operator_instruction
226|3977|2.0|It is not an area where we've seen as much strength in the recent past, as we continue to work to come out with a new version of it, we think that that will give us, not just a better opportunity around mobile application promotion, but also around more direct response advertising more broadly because the same work in helping people launch campaigns faster, around doing better targeting, around more compelling formats and ultimately fewer impressions to realize their objectives are the same things that should help with more down the funnel advertising.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Ned Segal|answer
227|592|4.0|At the heart of Customer 360 is our incredible community of our Trailblazers.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Marc Benioff|presentation
228|3259|4.0|Over 80% of our capital spending in fiscal 2020 will be allocated to where we see significant return opportunities within our Starbucks retail portfolio, new stores and strategic store-related initiatives including renovations of existing locations.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Pat Grismer|presentation
229|2618|3.0| Yes.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Marty Flanagan|answer
230|636|3.0|Now in the quarter FOX Sports chose Field Service Lightning to manage production workflows, employees, equipment, facilities, rentals and more for its live broadcast.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Keith Block|presentation
231|2374|3.0|I think related to that particular platform that you're talking about our exposures probably less than $0.5 billion.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Loren Starr|answer
232|1011|3.0|With that, I'll hand the call over to Larry.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Steve Winoker|presentation
233|2241|2.0|For example, the any kind of back office arrangement on custody fund accounting in mid-office if that's in process for the combined organization, in any thoughts on how much product rationalization has contributed to the $500 million and in any future rationalization that might be planned from that?|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Brian Bedell|question
234|3190|4.0|These results were led by an improved in-store experience a strong beverage lineup and increased digital engagement as Kevin mentioned.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Pat Grismer|presentation
235|3682|5.0|This is an incredibly strong foundation to build upon.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Jack Dorsey|presentation
236|1759|2.0|It looks like it's only targeting about 2,000 workers, but based on sort of what I’ve been able to dig up, it seems like half of your workers are senor, meaning they're getting defined benefit, pensions and natural attrition on an annual basis is about 2,000 workers.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|John Murphy|question
237|5159|3.0|Take care.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|Allen Parker|presentation
238|4303|4.0|And I mentioned that in my prepared comments as well about moving and creating room that we can actually begin to invest here in the fourth quarter, and especially as we turn the corner into 2020 that we're going to be even more aggressive where you'll finally – I guess gives the ability to see the benefits of the true go-to-market with strategy, supply chain, product, marketing, sales, all hitting and amplifying at the same time.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Kevin Plank|answer
239|684|1.0|CapEx for the quarter was $178 million, leading to free cash flow defined as operating cash flow less CapEx of $258 million down 10% over last year.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Mark Hawkins|presentation
240|4359|4.0|I think what we have now is where we were built by many forces of personality and forces of energy and forces of will to underlie and underpin that with really the world's most dedicated team and processes and systems that can keep up with it and do it on a repeatable basis, is a position we're in now.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Kevin Plank|answer
241|1550|3.0| Josh your -- if we just take those in reverse order, I would say that you're right.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Larry Culp|answer
242|1364|4.0|You don't see it so much in these equipment and service numbers, but I think as we go into 2020, you're going to see improved margin and cash performance from these businesses ex the legacy Alstom-related issues.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Larry Culp|answer
243|2881|3.0|It’s a large part of our business.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Jen-Hsun Huang|answer
244|2916|3.0|And then we have vertical industry enterprise, what sometimes we call enterprise, vertical industry enterprise, it could be transportation companies, retailers, telcos, vertical industry adoption of AI either to accelerate their business or to develop new products and services.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Jen-Hsun Huang|answer
245|1416|2.0|But then when you start to think about the $1 billion this quarter, we are seeing a lower impact of the supply chain finance transition than we expected.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Jamie Miller|answer
246|3019|3.0|And the reason for that is because Pascal was basically DX12.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Jen-Hsun Huang|answer
247|3766|4.0|Secondly, you asked about expenses and although it’s too early to talk about 2020, I just point back to some of the comments in the letter and in our opening remarks where we look at the things that we saw this quarter, both the DAU growth and the issues on the revenue product side and they really reinforce our strategy.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Ned Segal|answer
248|79|4.0|The higher average check includes a price impact of about 2% and a mixed contribution of roughly 1.5% driven predominantly by digital orders, which have a higher average check.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Jack Hartung|presentation
249|1848|3.0|And just, I wanted to have a couple questions on Corvette.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Adam Jonas|question
250|538|3.0|Before I turn the call over to Marc, let me provide a brief comment regarding Tableau.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|John Cummings|presentation
251|3015|2.0|The reason for that is Pascal launched top to bottom on the same day.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Jen-Hsun Huang|answer
252|3979|2.0|This is a combination of things where sometimes it's one event comps against another one like the Men's World Cup in '18 versus the Women's World Cup in '19.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Ned Segal|answer
253|2332|3.0|So that priority is still exists.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Greg McGreevey|answer
254|285|3.0|This was intended to be a seasonal offering where we would bring it in-and-out.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Brian Niccol|answer
255|447|3.0|Thank you very much.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Gregory Frankfurt|question
256|941|3.0|And our next question will come from the line of Brad Zelnick from Credit Suisse.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Operator|operator_instruction
257|3251|3.0|The recent reclassification of certain line items in the middle of our P&L also meaningfully benefits G&A, while adversely impacting store operating expenses.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Pat Grismer|presentation
258|3516|2.0|And they tend to mask the growth profile of our Channel Development business for fiscal 2020.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Pat Grismer|answer
259|2479|2.0|So don’t want to get too far ahead of the fact that it’s relatively short term performance.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Greg McGreevey|answer
260|4125|3.0|Now, moving on to the other regions.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Patrik Frisk|presentation
261|3758|1.0|That has a negative impact to revenue, because it’s one less input you’ve got, when you are figuring out which ads to show people.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Ned Segal|answer
262|1102|2.0|We booked a $0.09 after-tax charge related to our annual insurance premium deficiency test, largely driven by a significant decline in market interest rates.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Jamie Miller|presentation
263|2429|3.0|So again, I would point you to kind of our past experience, the same kind of set of ratios that you’ve seen in the past in terms of how complexes with revenues and assets.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Loren Starr|answer
264|2117|3.0|And as the U.S. retail sales teams complete their integration.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Loren Starr|presentation
265|4809|2.0|As you can see on the chart on this page, rates have been volatile and the yield curve has flattened significantly over the past year.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|John Shrewsberry|presentation
266|1160|1.0|Overall, backlog of $27 billion was up 6% sequentially and up 19% year-over-year.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Jamie Miller|presentation
267|2655|5.0|Excitement around these titles is tremendous.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Colette Kress|presentation
268|3685|3.0|One example of this is our work on public conversation health.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Jack Dorsey|presentation
269|1772|2.0|Just trying to understand sort of the thought process of what, how to size the labor for us going forward?|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|John Murphy|question
270|1821|2.0|So, we will be opportunistic, it's hard to obviously sites that at this time, and we will provide more detail in Q4.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Dhivya Suryadevara|answer
271|4354|3.0|Today marks the 56th earnings call that I've participated on.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Kevin Plank|answer
272|4890|4.0|So, there's not an either or necessarily, there's a lot of mutual benefit from running a more controlled environment.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|Allen Parker|answer
273|1751|3.0|And can you tell us what’s expectation is for Q4 production at this point?|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Joseph Spak|question
274|3751|2.0|So these came up over the course of the quarter and it wasn’t one particular day, there were more than one of these things.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Ned Segal|answer
275|1857|5.0|So, very excited about that product and what it will for us.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Mary Barra|answer
276|1915|3.0| And then, just a last clarification question.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Unidentified Analyst|question
277|3690|4.0|This is important because it removes the burden of reporting from victims and paired with a much more robust appeals process increases our correctness of enforcement.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Jack Dorsey|presentation
278|555|5.0|Revenue in the quarter rose to $4 billion, up 22% in dollars and 23% constant currency and we ended the quarter with more than $25 billion in total remaining performance obligation.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Marc Benioff|presentation
279|931|4.0|We have all these capabilities and they're accessible to everyone on our platform in a low-code way.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Bret Taylor|answer
280|643|4.0|In Q2 partners were engaged in 68% of our new business.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Keith Block|presentation
281|3733|4.0|In fact, the issues we saw this quarter reinforced our confidence in our strategy, both in consumer and ads.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Ned Segal|presentation
282|3027|4.0|And in combination with our energy efficiency, we were able to we’re now able to put a 2080 into a laptop, and it’s still beautiful.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Jen-Hsun Huang|answer
283|1351|3.0|With respect to the Power portfolio, Deane as you know, we really have three businesses there.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Larry Culp|answer
284|3809|3.0|Your line is open.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Operator|operator_instruction
285|5055|3.0| All right.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|Vivek Juneja|question
286|308|4.0|And what we’re seeing is, it’s sourcing new users as well as having people that have been users of the Chipotle business to try a new occasion.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Brian Niccol|answer
287|3899|3.0|Is whenever we see a tweet that might match a particular topic, we’ll put a prompt in that appended to it and you'll be able to hit a button and follow that topic.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Ned Segal|answer
288|3657|3.0| Great.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Krista Bessinger|presentation
289|2769|3.0|They use it for 3D content creation and high-definition video editing and image optimization and things like that.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Jen-Hsun Huang|answer
290|3957|3.0|Thank you.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Youssef Squali|question
291|2139|2.0|Again, I'd put it in the context of Loren date of the – it all depends on the market, but with this market continues, that's what we foresee.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Marty Flanagan|answer
292|4721|3.0|Before we get started, I would like to remind you that our third quarter earnings release and quarterly supplement are available on our Web site at wellsfargo.com.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|John Campbell|presentation
293|2821|4.0|Yes, thanks for recognizing that we are moving towards our expectations that, over time, we’ll continue to see our overall volumes improve.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Colette Kress|answer
294|3867|3.0|Thank you.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Krista Bessinger|answer
295|1216|1.0|We are increasing our 2019 outlook for adjusted corporate costs to negative $1.5 billion to $1.7 billion, largely driven by the higher profit eliminations and increased EH&S reserves.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Jamie Miller|presentation
296|3835|3.0|And you mentioned in the letter that the US had recovered in September.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Ross Sandler|question
297|1977|3.0|It's just that you're applying a different tax rate than the weighted average tax rate on the strike impact.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Dhivya Suryadevara|answer
298|169|3.0|Thank you.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|David Tarantino|question
299|1773|2.0| Well, I think it's a -- there is many different components of the labor force.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Mary Barra|answer
300|895|3.0|Thanks.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Kirk Materne|question
301|4046|3.0|[Operator Instructions].|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Operator|operator_instruction
302|544|3.0| All right.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Marc Benioff|presentation
303|248|3.0|We would have added something quite a bit less than 7.5% in terms of the hours.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Jack Hartung|answer
304|4078|4.0|And moving forward, in my new role as brand chief, these are the areas where I will be focused to help reignite our growth.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Kevin Plank|presentation
305|1666|4.0|A few comments on GM Financial, Cruise in our core segment, GM Financial posted record quarterly revenue of $3.7 billion in the third quarter and record EBT adjusted of $700 million primarily as a result of portfolio growth.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Dhivya Suryadevara|presentation
306|4013|3.0| Thanks, Brian.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Jack Dorsey|answer
307|2304|3.0|Can you give us a little bit of color around like maybe how much investments would be included in the gross number, and then where those investments are going?|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Ryan Bailey|question
308|1385|3.0|Clearly, over time you're going to see us remix this business more toward the digital that's why referenced the AI progress with the FDA around the critical care offering.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Larry Culp|answer
309|4887|2.0| Yes, so I think when Charlie arrives, we'll conduct a complete strategic review of where all the businesses stand and where we -- what our opportunities are, et cetera, including a review of how we've been investing on the risk compliance side, et cetera, and then formulate a view going forward.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|Allen Parker|answer
310|4054|3.0|We may reference certain non-GAAP financial information including adjusted and currency-neutral terms, which are defined in this morning's release.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Lance Allega|presentation
311|847|3.0| Okay.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Walter Pritchard|question
312|1999|1.0|So that's generally the headwind, tailwinds the remaining cost saving so far, we've achieved close to $2.4 billion of cost savings and the remaining cost savings are going to be realized over a period of time, according to our revised guidance.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Dhivya Suryadevara|answer
313|407|3.0|We see what's happening with pork supplies throughout the world.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Jack Hartung|answer
314|4701|2.0|So, we're working with our vendors and continue to drive forward in our sourcing strategy.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|David Bergman|answer
315|4154|4.0|Clicking into the positive factors, we realized approximately 90 basis points of channel mix benefits, primarily due to a lower mix of sale to the off-price channel; 80 basis points from continued supply chain initiatives related to favorable product costs and lower airfreight; and 40 basis points related to prior-year impact from restructuring efforts.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|David Bergman |presentation
316|1399|4.0|So I'm encouraged by that.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Larry Culp|answer
317|1875|2.0|And a certain levels of supplement unemployment benefits to go with that and that just not change based on this contract which is primarily the driver the maintaining the downturn assumption of where they are.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Dhivya Suryadevara|answer
318|1023|4.0|This is ahead of our expectations, largely driven by continued Power stabilization and better-than-expected progress on the supply chain finance transition.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Larry Culp|presentation
319|1504|3.0|Please go ahead.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Operator|operator_instruction
320|2946|4.0|So, you should expect also our gaming business to continue to grow to reach that full normalization by the end of Q3.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Colette Kress|answer
321|2750|4.0|RTX as you know is – first of all, RTX is doing great.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Jen-Hsun Huang|answer
322|4605|5.0|I've got to spend more than a dozen hours last week in our product line review, and it was just terrific.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Kevin Plank|answer
323|623|4.0|FedEx selected Salesforce in the quarter is the platforms for their customer service transformation.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Keith Block|presentation
324|2501|3.0| Yes.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Marty Flanagan|answer
325|1444|3.0| Good morning, Julian.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Larry Culp|answer
326|2719|1.0|GAAP EPS was $0.90, down 49% from a year earlier.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Colette Kress|presentation
327|4005|3.0|Please go ahead.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Operator|operator_instruction
328|1044|4.0|On that front, at Power, we continue to see signs of stabilization due to better project discipline and execution.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Larry Culp|presentation
329|1685|4.0|The new agreement preserves our competitiveness, manufacturing flexibility, and balance sheet strength without compromising earnings power.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Dhivya Suryadevara|presentation
330|1377|4.0|Here we have a $17 billion revenue business, smack in the middle of most of that matters in healthcare delivery today.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Larry Culp|answer
331|1913|2.0|And but I think there's others that, we will look to see how it plays out.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Mary Barra|answer
332|275|3.0| Yes, sure.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Brian Niccol|answer
333|3434|3.0| Yes.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Kevin Johnson|answer
334|2337|3.0|Thank you very much.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Ryan Bailey|question
335|689|3.0|Now turning to Q3 and FY 2020 guidance.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Mark Hawkins|presentation
336|5004|2.0|So I don't think that's going to abate quickly.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|John Shrewsberry|answer
337|2712|2.0|Expectations for overnight or same-day deliveries create challenges that can only be met by autonomous trucks, which can operate 24 hours a day.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Colette Kress|presentation
338|4985|2.0|The sale of Pick-a-Pay loans they were contributing to interest income and to them is probably something that isn't going to be replicated.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|John Shrewsberry|answer
339|4077|3.0|These three things define who we are, how we show up, and ultimately how we will maximize our long-term potential.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Kevin Plank|presentation
340|344|4.0|I just wouldn’t want to put a number on whether it’s performing at or above from a sales standpoint, but the fact that it’s 50% above on digital it’s a very strong starting point.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Jack Hartung|answer
